Game Name,Away Team,Home Team,Cutoff Time,Away Odds,Home Odds
BOS Celtics v LA Lakers,LA Lakers,BOS Celtics,2025-03-09T01:30:00Z,0,0
GS Warriors v DET Pistons,DET Pistons,GS Warriors,2025-03-09T01:30:00Z,0,0
OKC Thunder v DEN Nuggets,DEN Nuggets,OKC Thunder,2025-03-09T17:00:00Z,0,0
DAL Mavericks v PHX Suns,PHX Suns,DAL Mavericks,2025-03-09T19:30:00Z,0,0
NO Pelicans v MEM Grizzlies,MEM Grizzlies,NO Pelicans,2025-03-09T23:00:00Z,0,0
PHI 76ers v UTA Jazz,UTA Jazz,PHI 76ers,2025-03-09T23:30:00Z,0,0
MIL Bucks v CLE Cavaliers,CLE Cavaliers,MIL Bucks,2025-03-10T00:00:00Z,0,0
MIN Timberwolves v SA Spurs,SA Spurs,MIN Timberwolves,2025-03-10T00:00:00Z,0,0
POR Trail Blazers v DET Pistons,DET Pistons,POR Trail Blazers,2025-03-10T01:00:00Z,0,0
LA Clippers v SAC Kings,SAC Kings,LA Clippers,2025-03-10T01:30:00Z,0,0
ATL Hawks v PHI 76ers,PHI 76ers,ATL Hawks,2025-03-10T23:30:00Z,0,0
BKN Nets v LA Lakers,LA Lakers,BKN Nets,2025-03-10T23:30:00Z,0,0
BOS Celtics v UTA Jazz,UTA Jazz,BOS Celtics,2025-03-10T23:30:00Z,0,0
MIA Heat v CHA Hornets,CHA Hornets,MIA Heat,2025-03-10T23:30:00Z,0,0
TOR Raptors v WAS Wizards,WAS Wizards,TOR Raptors,2025-03-10T23:30:00Z,0,0
CHI Bulls v IND Pacers,IND Pacers,CHI Bulls,2025-03-11T00:00:00Z,0,0
HOU Rockets v ORL Magic,ORL Magic,HOU Rockets,2025-03-11T00:00:00Z,0,0
MEM Grizzlies v PHX Suns,PHX Suns,MEM Grizzlies,2025-03-11T00:00:00Z,0,0
OKC Thunder v DEN Nuggets,DEN Nuggets,OKC Thunder,2025-03-11T00:00:00Z,0,0
SA Spurs v DAL Mavericks,DAL Mavericks,SA Spurs,2025-03-11T00:30:00Z,0,0
GS Warriors v POR Trail Blazers,POR Trail Blazers,GS Warriors,2025-03-11T02:00:00Z,0,0
SAC Kings v NY Knicks,NY Knicks,SAC Kings,2025-03-11T02:30:00Z,0,0
CLE Cavaliers v BKN Nets,BKN Nets,CLE Cavaliers,2025-03-11T23:00:00Z,0,0
DET Pistons v WAS Wizards,WAS Wizards,DET Pistons,2025-03-11T23:00:00Z,0,0
IND Pacers v MIL Bucks,MIL Bucks,IND Pacers,2025-03-11T23:30:00Z,0,0
NO Pelicans v LA Clippers,LA Clippers,NO Pelicans,2025-03-12T00:00:00Z,0,0
ATL Hawks v CHA Hornets,CHA Hornets,ATL Hawks,2025-03-12T23:30:00Z,0,0
BOS Celtics v OKC Thunder,OKC Thunder,BOS Celtics,2025-03-12T23:30:00Z,0,0
TOR Raptors v PHI 76ers,PHI 76ers,TOR Raptors,2025-03-12T23:30:00Z,0,0
HOU Rockets v PHX Suns,PHX Suns,HOU Rockets,2025-03-13T00:00:00Z,0,0
MEM Grizzlies v UTA Jazz,UTA Jazz,MEM Grizzlies,2025-03-13T00:00:00Z,0,0
MIA Heat v LA Clippers,LA Clippers,MIA Heat,2025-03-13T00:00:00Z,0,0
SA Spurs v DAL Mavericks,DAL Mavericks,SA Spurs,2025-03-13T00:00:00Z,0,0
DEN Nuggets v MIN Timberwolves,MIN Timberwolves,DEN Nuggets,2025-03-13T02:00:00Z,0,0
POR Trail Blazers v NY Knicks,NY Knicks,POR Trail Blazers,2025-03-13T02:00:00Z,0,0
DET Pistons v WAS Wizards,WAS Wizards,DET Pistons,2025-03-13T23:00:00Z,0,0
MIL Bucks v LA Lakers,LA Lakers,MIL Bucks,2025-03-13T23:30:00Z,0,0
CHI Bulls v BKN Nets,BKN Nets,CHI Bulls,2025-03-14T00:00:00Z,0,0
NO Pelicans v ORL Magic,ORL Magic,NO Pelicans,2025-03-14T00:00:00Z,0,0
GS Warriors v SAC Kings,SAC Kings,GS Warriors,2025-03-14T02:00:00Z,0,0
MIA Heat v BOS Celtics,BOS Celtics,MIA Heat,2025-03-14T23:00:00Z,0,0
PHI 76ers v IND Pacers,IND Pacers,PHI 76ers,2025-03-14T23:00:00Z,0,0
ATL Hawks v LA Clippers,LA Clippers,ATL Hawks,2025-03-14T23:30:00Z,0,0
HOU Rockets v DAL Mavericks,DAL Mavericks,HOU Rockets,2025-03-15T00:00:00Z,0,0
MEM Grizzlies v CLE Cavaliers,CLE Cavaliers,MEM Grizzlies,2025-03-15T00:00:00Z,0,0
MIN Timberwolves v ORL Magic,ORL Magic,MIN Timberwolves,2025-03-15T00:00:00Z,0,0
SA Spurs v CHA Hornets,CHA Hornets,SA Spurs,2025-03-15T00:00:00Z,0,0
DEN Nuggets v LA Lakers,LA Lakers,DEN Nuggets,2025-03-15T01:30:00Z,0,0
UTA Jazz v TOR Raptors,TOR Raptors,UTA Jazz,2025-03-15T01:30:00Z,0,0
PHX Suns v SAC Kings,SAC Kings,PHX Suns,2025-03-15T02:00:00Z,0,0
BKN Nets v BOS Celtics,BOS Celtics,BKN Nets,2025-03-15T22:00:00Z,0,0
DET Pistons v OKC Thunder,OKC Thunder,DET Pistons,2025-03-15T23:00:00Z,0,0
HOU Rockets v CHI Bulls,CHI Bulls,HOU Rockets,2025-03-16T00:00:00Z,0,0
MEM Grizzlies v MIA Heat,MIA Heat,MEM Grizzlies,2025-03-16T00:00:00Z,0,0
MIL Bucks v IND Pacers,IND Pacers,MIL Bucks,2025-03-16T00:00:00Z,0,0
GS Warriors v NY Knicks,NY Knicks,GS Warriors,2025-03-16T00:30:00Z,0,0
SA Spurs v NO Pelicans,NO Pelicans,SA Spurs,2025-03-16T00:30:00Z,0,0
DEN Nuggets v WAS Wizards,WAS Wizards,DEN Nuggets,2025-03-16T01:00:00Z,0,0
DAL Mavericks v PHI 76ers,PHI 76ers,DAL Mavericks,2025-03-16T17:00:00Z,0,0
LA Lakers v PHX Suns,PHX Suns,LA Lakers,2025-03-16T19:30:00Z,0,0
BKN Nets v ATL Hawks,ATL Hawks,BKN Nets,2025-03-16T22:00:00Z,0,0
CLE Cavaliers v ORL Magic,ORL Magic,CLE Cavaliers,2025-03-16T22:00:00Z,0,0
POR Trail Blazers v TOR Raptors,TOR Raptors,POR Trail Blazers,2025-03-16T22:00:00Z,0,0
LA Clippers v CHA Hornets,CHA Hornets,LA Clippers,2025-03-16T23:00:00Z,0,0
MIN Timberwolves v UTA Jazz,UTA Jazz,MIN Timberwolves,2025-03-16T23:00:00Z,0,0
MIL Bucks v OKC Thunder,OKC Thunder,MIL Bucks,2025-03-17T01:00:00Z,0,0
NY Knicks v MIA Heat,MIA Heat,NY Knicks,2025-03-17T23:30:00Z,0,0
HOU Rockets v PHI 76ers,PHI 76ers,HOU Rockets,2025-03-18T00:00:00Z,0,0
MIN Timberwolves v IND Pacers,IND Pacers,MIN Timberwolves,2025-03-18T00:00:00Z,0,0
NO Pelicans v DET Pistons,DET Pistons,NO Pelicans,2025-03-18T00:00:00Z,0,0
UTA Jazz v CHI Bulls,CHI Bulls,UTA Jazz,2025-03-18T01:00:00Z,0,0
GS Warriors v DEN Nuggets,DEN Nuggets,GS Warriors,2025-03-18T02:00:00Z,0,0
PHX Suns v TOR Raptors,TOR Raptors,PHX Suns,2025-03-18T02:00:00Z,0,0
POR Trail Blazers v WAS Wizards,WAS Wizards,POR Trail Blazers,2025-03-18T02:00:00Z,0,0
SAC Kings v MEM Grizzlies,MEM Grizzlies,SAC Kings,2025-03-18T02:00:00Z,0,0
LA Lakers v SA Spurs,SA Spurs,LA Lakers,2025-03-18T02:30:00Z,0,0
CHA Hornets v ATL Hawks,ATL Hawks,CHA Hornets,2025-03-18T23:00:00Z,0,0
BOS Celtics v BKN Nets,BKN Nets,BOS Celtics,2025-03-18T23:30:00Z,0,0
GS Warriors v MIL Bucks,MIL Bucks,GS Warriors,2025-03-19T02:00:00Z,0,0
LA Clippers v CLE Cavaliers,CLE Cavaliers,LA Clippers,2025-03-19T02:30:00Z,0,0
IND Pacers v DAL Mavericks,DAL Mavericks,IND Pacers,2025-03-19T23:00:00Z,0,0
ORL Magic v HOU Rockets,HOU Rockets,ORL Magic,2025-03-19T23:00:00Z,0,0
MIA Heat v DET Pistons,DET Pistons,MIA Heat,2025-03-19T23:30:00Z,0,0
MIN Timberwolves v NO Pelicans,NO Pelicans,MIN Timberwolves,2025-03-19T23:30:00Z,0,0
OKC Thunder v PHI 76ers,PHI 76ers,OKC Thunder,2025-03-20T00:00:00Z,0,0
SA Spurs v NY Knicks,NY Knicks,SA Spurs,2025-03-20T00:00:00Z,0,0
UTA Jazz v WAS Wizards,WAS Wizards,UTA Jazz,2025-03-20T01:00:00Z,0,0
LA Lakers v DEN Nuggets,DEN Nuggets,LA Lakers,2025-03-20T02:00:00Z,0,0
PHX Suns v CHI Bulls,CHI Bulls,PHX Suns,2025-03-20T02:00:00Z,0,0
POR Trail Blazers v MEM Grizzlies,MEM Grizzlies,POR Trail Blazers,2025-03-20T02:00:00Z,0,0
SAC Kings v CLE Cavaliers,CLE Cavaliers,SAC Kings,2025-03-20T02:00:00Z,0,0
CHA Hornets v NY Knicks,NY Knicks,CHA Hornets,2025-03-20T23:00:00Z,0,0
IND Pacers v BKN Nets,BKN Nets,IND Pacers,2025-03-20T23:00:00Z,0,0
GS Warriors v TOR Raptors,TOR Raptors,GS Warriors,2025-03-21T02:00:00Z,0,0
SAC Kings v CHI Bulls,CHI Bulls,SAC Kings,2025-03-21T02:00:00Z,0,0
LA Lakers v MIL Bucks,MIL Bucks,LA Lakers,2025-03-21T02:30:00Z,0,0
WAS Wizards v ORL Magic,ORL Magic,WAS Wizards,2025-03-21T23:00:00Z,0,0
MIA Heat v HOU Rockets,HOU Rockets,MIA Heat,2025-03-22T00:00:00Z,0,0
MIN Timberwolves v NO Pelicans,NO Pelicans,MIN Timberwolves,2025-03-22T00:00:00Z,0,0
OKC Thunder v CHA Hornets,CHA Hornets,OKC Thunder,2025-03-22T00:00:00Z,0,0
SA Spurs v PHI 76ers,PHI 76ers,SA Spurs,2025-03-22T00:00:00Z,0,0
DAL Mavericks v DET Pistons,DET Pistons,DAL Mavericks,2025-03-22T00:30:00Z,0,0
UTA Jazz v BOS Celtics,BOS Celtics,UTA Jazz,2025-03-22T01:30:00Z,0,0
PHX Suns v CLE Cavaliers,CLE Cavaliers,PHX Suns,2025-03-22T02:00:00Z,0,0
POR Trail Blazers v DEN Nuggets,DEN Nuggets,POR Trail Blazers,2025-03-22T02:00:00Z,0,0
LA Clippers v MEM Grizzlies,MEM Grizzlies,LA Clippers,2025-03-22T02:30:00Z,0,0
IND Pacers v BKN Nets,BKN Nets,IND Pacers,2025-03-22T21:00:00Z,0,0
ATL Hawks v GS Warriors,GS Warriors,ATL Hawks,2025-03-22T23:00:00Z,0,0
NY Knicks v WAS Wizards,WAS Wizards,NY Knicks,2025-03-23T00:00:00Z,0,0
SAC Kings v MIL Bucks,MIL Bucks,SAC Kings,2025-03-23T02:00:00Z,0,0
LA Lakers v CHI Bulls,CHI Bulls,LA Lakers,2025-03-23T02:30:00Z,0,0
DET Pistons v NO Pelicans,NO Pelicans,DET Pistons,2025-03-23T19:00:00Z,0,0
UTA Jazz v CLE Cavaliers,CLE Cavaliers,UTA Jazz,2025-03-23T19:30:00Z,0,0
ATL Hawks v PHI 76ers,PHI 76ers,ATL Hawks,2025-03-23T22:00:00Z,0,0
MIA Heat v CHA Hornets,CHA Hornets,MIA Heat,2025-03-23T22:00:00Z,0,0
POR Trail Blazers v BOS Celtics,BOS Celtics,POR Trail Blazers,2025-03-23T22:00:00Z,0,0
TOR Raptors v SA Spurs,SA Spurs,TOR Raptors,2025-03-23T22:00:00Z,0,0
HOU Rockets v DEN Nuggets,DEN Nuggets,HOU Rockets,2025-03-23T23:00:00Z,0,0
LA Clippers v OKC Thunder,OKC Thunder,LA Clippers,2025-03-24T01:00:00Z,0,0
IND Pacers v MIN Timberwolves,MIN Timberwolves,IND Pacers,2025-03-24T23:00:00Z,0,0
ORL Magic v LA Lakers,LA Lakers,ORL Magic,2025-03-24T23:00:00Z,0,0
WAS Wizards v TOR Raptors,TOR Raptors,WAS Wizards,2025-03-24T23:00:00Z,0,0
BKN Nets v DAL Mavericks,DAL Mavericks,BKN Nets,2025-03-24T23:30:00Z,0,0
NO Pelicans v PHI 76ers,PHI 76ers,NO Pelicans,2025-03-25T00:00:00Z,0,0
DEN Nuggets v CHI Bulls,CHI Bulls,DEN Nuggets,2025-03-25T01:00:00Z,0,0
PHX Suns v MIL Bucks,MIL Bucks,PHX Suns,2025-03-25T02:00:00Z,0,0
SAC Kings v BOS Celtics,BOS Celtics,SAC Kings,2025-03-25T02:00:00Z,0,0
CHA Hornets v ORL Magic,ORL Magic,CHA Hornets,2025-03-25T23:00:00Z,0,0
DET Pistons v SA Spurs,SA Spurs,DET Pistons,2025-03-25T23:00:00Z,0,0
MIA Heat v GS Warriors,GS Warriors,MIA Heat,2025-03-25T23:30:00Z,0,0
NY Knicks v DAL Mavericks,DAL Mavericks,NY Knicks,2025-03-25T23:30:00Z,0,0
HOU Rockets v ATL Hawks,ATL Hawks,HOU Rockets,2025-03-26T00:00:00Z,0,0
UTA Jazz v MEM Grizzlies,MEM Grizzlies,UTA Jazz,2025-03-26T01:00:00Z,0,0
POR Trail Blazers v CLE Cavaliers,CLE Cavaliers,POR Trail Blazers,2025-03-26T02:00:00Z,0,0
SAC Kings v OKC Thunder,OKC Thunder,SAC Kings,2025-03-26T02:00:00Z,0,0
PHI 76ers v WAS Wizards,WAS Wizards,PHI 76ers,2025-03-26T23:00:00Z,0,0
BKN Nets v TOR Raptors,TOR Raptors,BKN Nets,2025-03-26T23:30:00Z,0,0
IND Pacers v LA Lakers,LA Lakers,IND Pacers,2025-03-26T23:30:00Z,0,0
NY Knicks v LA Clippers,LA Clippers,NY Knicks,2025-03-26T23:30:00Z,0,0
DEN Nuggets v MIL Bucks,MIL Bucks,DEN Nuggets,2025-03-27T01:00:00Z,0,0
PHX Suns v BOS Celtics,BOS Celtics,PHX Suns,2025-03-27T02:00:00Z,0,0
CLE Cavaliers v SA Spurs,SA Spurs,CLE Cavaliers,2025-03-27T23:00:00Z,0,0
ORL Magic v DAL Mavericks,DAL Mavericks,ORL Magic,2025-03-27T23:00:00Z,0,0
WAS Wizards v IND Pacers,IND Pacers,WAS Wizards,2025-03-27T23:00:00Z,0,0
MIA Heat v ATL Hawks,ATL Hawks,MIA Heat,2025-03-27T23:30:00Z,0,0
CHI Bulls v LA Lakers,LA Lakers,CHI Bulls,2025-03-28T00:00:00Z,0,0
OKC Thunder v MEM Grizzlies,MEM Grizzlies,OKC Thunder,2025-03-28T00:00:00Z,0,0
UTA Jazz v HOU Rockets,HOU Rockets,UTA Jazz,2025-03-28T01:00:00Z,0,0
SAC Kings v POR Trail Blazers,POR Trail Blazers,SAC Kings,2025-03-28T02:00:00Z,0,0
DET Pistons v CLE Cavaliers,CLE Cavaliers,DET Pistons,2025-03-28T23:00:00Z,0,0
BKN Nets v LA Clippers,LA Clippers,BKN Nets,2025-03-28T23:30:00Z,0,0
TOR Raptors v CHA Hornets,CHA Hornets,TOR Raptors,2025-03-28T23:30:00Z,0,0
MIL Bucks v NY Knicks,NY Knicks,MIL Bucks,2025-03-29T00:00:00Z,0,0
MIN Timberwolves v PHX Suns,PHX Suns,MIN Timberwolves,2025-03-29T00:00:00Z,0,0
NO Pelicans v GS Warriors,GS Warriors,NO Pelicans,2025-03-29T00:00:00Z,0,0
DEN Nuggets v UTA Jazz,UTA Jazz,DEN Nuggets,2025-03-29T01:00:00Z,0,0
ORL Magic v SAC Kings,SAC Kings,ORL Magic,2025-03-29T21:00:00Z,0,0
WAS Wizards v BKN Nets,BKN Nets,WAS Wizards,2025-03-29T23:00:00Z,0,0
PHI 76ers v MIA Heat,MIA Heat,PHI 76ers,2025-03-29T23:30:00Z,0,0
CHI Bulls v DAL Mavericks,DAL Mavericks,CHI Bulls,2025-03-30T00:00:00Z,0,0
MEM Grizzlies v LA Lakers,LA Lakers,MEM Grizzlies,2025-03-30T00:00:00Z,0,0
OKC Thunder v IND Pacers,IND Pacers,OKC Thunder,2025-03-30T00:00:00Z,0,0
SA Spurs v BOS Celtics,BOS Celtics,SA Spurs,2025-03-30T00:00:00Z,0,0
CLE Cavaliers v LA Clippers,LA Clippers,CLE Cavaliers,2025-03-30T19:30:00Z,0,0
NY Knicks v POR Trail Blazers,POR Trail Blazers,NY Knicks,2025-03-30T22:00:00Z,0,0
MIL Bucks v ATL Hawks,ATL Hawks,MIL Bucks,2025-03-30T23:00:00Z,0,0
MIN Timberwolves v DET Pistons,DET Pistons,MIN Timberwolves,2025-03-30T23:00:00Z,0,0
NO Pelicans v CHA Hornets,CHA Hornets,NO Pelicans,2025-03-30T23:00:00Z,0,0
SA Spurs v GS Warriors,GS Warriors,SA Spurs,2025-03-30T23:00:00Z,0,0
PHI 76ers v TOR Raptors,TOR Raptors,PHI 76ers,2025-03-30T23:30:00Z,0,0
PHX Suns v HOU Rockets,HOU Rockets,PHX Suns,2025-03-31T01:00:00Z,0,0
CHA Hornets v UTA Jazz,UTA Jazz,CHA Hornets,2025-03-31T23:00:00Z,0,0
IND Pacers v SAC Kings,SAC Kings,IND Pacers,2025-03-31T23:00:00Z,0,0
ORL Magic v LA Clippers,LA Clippers,ORL Magic,2025-03-31T23:00:00Z,0,0
WAS Wizards v MIA Heat,MIA Heat,WAS Wizards,2025-03-31T23:00:00Z,0,0
MEM Grizzlies v BOS Celtics,BOS Celtics,MEM Grizzlies,2025-03-31T23:30:00Z,0,0
OKC Thunder v CHI Bulls,CHI Bulls,OKC Thunder,2025-04-01T00:00:00Z,0,0
DAL Mavericks v BKN Nets,BKN Nets,DAL Mavericks,2025-04-01T00:30:00Z,0,0
LA Lakers v HOU Rockets,HOU Rockets,LA Lakers,2025-04-01T02:00:00Z,0,0
